11:11:53,00632R,10,18776,12.05_12.06_12.07_12.08_12.09_,5345_4337_4338_4041_3908_,12.04_12.03_12.02_12.01_12.00_,163_6530_5518_6349_9394_
11:25:22,00632R,802,24199,12.03_12.04_12.05_12.06_12.07_,2272_5874_4959_4348_3498_,12.02_12.01_12.00_11.99_11.98_,2212_5815_8897_5369_6161_
