11:09:30,3017,1,546,27.70_27.75_27.80_27.85_27.90_,34_23_36_16_30_,27.65_27.60_27.55_27.50_27.45_,1_35_31_83_28_
11:25:19,3017,1,554,27.70_27.75_27.80_27.85_27.90_,47_25_37_16_32_,27.65_27.60_27.55_27.50_27.45_,3_20_17_33_29_
