11:11:43,00675L,1,167,16.08_16.09_16.10_16.11_16.12_,2_7_151_235_194_,16.06_16.05_16.04_16.03_16.02_,291_290_246_108_106_
11:25:22,00675L,9,186,16.11_16.12_16.13_16.14_16.15_,4_1_1_140_290_,16.10_16.09_16.08_16.07_16.06_,290_346_190_101_103_
